20201223,长宁,中山公园,近地铁、双南、边套、视野好、看房方便的小两房必看好房,910万,2室2厅 | 97.09平米 | 南 | 精装 | 中楼层(共24层) | 2002年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_RUX8dvgVe_1.jpg.296x216.jpg
20201223,长宁,中山公园,带车位 带中 央空调和地暖  保养好 2/3/4号线三轨交错必看好房,1550万,2室2厅 | 146.44平米 | 南 西南 | 精装 | 低楼层(共33层) | 2012年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_b3vndAKMu_1.jpg.296x216.jpg
20201223,长宁,中山公园,中山公园品质小区，看房方便，税费少，刷卡到户04小区必看好房,430万,1室1厅 | 59.3平米 | 西南 | 精装 | 30层 | 2004年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_1rk4rP7zt_1.jpg.296x216.jpg
20201223,长宁,中山公园,南北通透大3房，中间楼层，中间位置，阳光好，有车位必看好房,1220万,3室2厅 | 134.45平米 | 南 北 | 精装 | 17层 | 2002年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_96Bm3qYEs_1.jpg.296x216.jpg
20201223,长宁,中山公园,长宁路1488弄 1室1厅 南必看好房,239万,1室1厅 | 41.96平米 | 南 | 简装 | 高楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_i1gb6zWUc_1.jpg.296x216.jpg
20201223,长宁,中山公园,新挂牌大两房，3开间朝南，位置安静，正看小区花园！必看好房,1250万,2室2厅 | 117.63平米 | 南 | 精装 | 中楼层(共20层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_57SyzEfEH_1.jpg.296x216.jpg
20201223,长宁,中山公园,本月必卖：闹中取静，总价便宜 楼层佳近地铁，诚意卖必看好房,440万,2室0厅 | 55.3平米 | 北 | 简装 | 低楼层(共7层) | 1985年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_WN1X9wQzt_1.jpg.296x216.jpg
20201223,长宁,中山公园,两房南北通，中区楼层好，业主诚意出售必看好房,375万,2室0厅 | 56.98平米 | 南 | 简装 | 中楼层(共7层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_1kx4xxGkY_1.jpg.296x216.jpg
20201223,长宁,中山公园,愚园路江苏路地铁站   高自住率小区   满五唯一必看好房,885万,2室2厅 | 111.7平米 | 东南 | 精装 | 中楼层(共21层)  | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_rOR017tOz_1.jpg.296x216.jpg
20201223,长宁,中山公园,中山公园板块，中间楼层，位置安静，全明两房必看好房,475万,2室1厅 | 72.04平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_rPyufEnEU_1.jpg.296x216.jpg
20201223,长宁,中山公园,业主诚意出售，税费少，精装修房源必看好房,340万,2室1厅 | 48.16平米 | 南 | 精装 | 高楼层(共6层) | 1954年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_U3nVcYsa5_1.jpg.296x216.jpg
20201223,长宁,中山公园,此房带阳台，采光好，全明户型，满五唯一，业主诚售必看好房,290万,2室1厅 | 48.1平米 | 南 | 精装 | 高楼层(共7层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_sLxojNEYz_1.jpg.296x216.jpg
20201223,长宁,中山公园,电梯房，中山公园地铁口，配套成熟必看好房,760万,3室2厅 | 111.14平米 | 南 | 简装 | 中楼层(共7层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_5h97N0cH4_1.jpg.296x216.jpg
20201223,长宁,中山公园,凯欣高区百万豪礼大两房，诚意吉售价格优必看好房,1368万,2室2厅 | 132.99平米 | 南 | 精装 | 高楼层(共36层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_EEuWAGMXh_1.jpg.296x216.jpg
20201223,长宁,中山公园,江苏路地铁口 高区视野好  满五唯一 双阳台 南北通必看好房,469万,2室1厅 | 62.51平米 | 南 北 | 简装 | 高楼层(共7层) | 1990年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_4p0mBD2EN_1.jpg.296x216.jpg
20201223,长宁,中山公园,高层，内环内04年次新两房，位置好，环境优美，采光好必看好房,530万,2室1厅 | 68.85平米 | 南 | 精装 | 28层 | 2004年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_8EGzrnSQl_1.jpg.296x216.jpg
