20201223,虹口,江湾镇,次新房+一手动迁+低税费+户型正气+厨卫全明+诚意出售必看好房,475万,2室1厅 | 75.88平米 | 南 | 毛坯 | 低楼层(共25层)  | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_dsAS1RMIT_1.jpg.296x216.jpg
20201223,虹口,江湾镇,看房方便+楼层好+房东诚意售+视野开阔必看好房,345万,1室1厅 | 53.04平米 | 南 | 精装 | 中楼层(共12层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Ai9jIUi2f_1.jpg.296x216.jpg
20201223,虹口,江湾镇,次新房，一手动迁，高楼层+采光视野好必看好房,477万,2室2厅 | 77.08平米 | 南 | 毛坯 | 高楼层(共22层)  | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ayBwbrS2T_1.jpg.296x216.jpg
20201223,虹口,江湾镇,双南户型 一手动迁 业主诚心出售 视野佳必看好房,475万,2室1厅 | 73.7平米 | 南 | 毛坯 | 高楼层(共34层) | 2014年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_y8gCRxnRR_1.jpg.296x216.jpg
20201223,虹口,江湾镇,次新房+一手动迁+中楼层+采光好+户型正气+厨卫全明必看好房,472万,2室1厅 | 77.08平米 | 南 | 毛坯 | 中楼层(共22层) | 2016年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_80dtENKL3_1.jpg.296x216.jpg
20201223,虹口,江湾镇,一室一厅+精装三年+中间楼层+红旗+大柏树地铁必看好房,218万,1室1厅 | 37.85平米 | 南 | 精装 | 中楼层(共6层) | 1988年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_KXv1dzbA4_1.jpg.296x216.jpg
20201223,虹口,江湾镇,虹口区次新房+一手动迁+满五唯一+全明户型得房率高必看好房,449万,2室1厅 | 74.17平米 | 南 | 简装 | 高楼层(共6层) | 2004年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_EYKVi25Bv_1.jpg.296x216.jpg
20201223,虹口,江湾镇,一手动迁 满五唯一 业主诚心出售必看好房,395万,2室1厅 | 76.89平米 | 南 北 | 简装 | 低楼层(共14层) | 2007年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_m9pLIW3Qb_1.jpg.296x216.jpg
20201223,虹口,江湾镇,总价低，税费少，业主诚意出售，美丽家园刚做好必看好房,157万,1室1厅 | 32平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_MpHHECmOA.jpg.296x216.jpg
20201223,虹口,江湾镇,电梯多层，中间楼层，全明边套，采光好必看好房,370万,1室1厅 | 52.37平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_eYNFRfzz7_1.jpg.296x216.jpg
20201223,虹口,江湾镇,房东诚意出售+视野开阔+税费少+看房方便+价格好谈必看好房,205万,1室1厅 | 48.1平米 | 南 | 毛坯 | 高楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_X6Zgn2K0u_1.jpg.296x216.jpg
20201223,虹口,江湾镇,三号线地铁口全明户型大三房+高层景观房+位置安静。必看好房,680万,3室1厅 | 125.26平米 | 东南 南 | 简装 | 高楼层(共19层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Z8TYyJm4Z.jpg.296x216.jpg
20201223,虹口,江湾镇,全明户型+固定车位+大柏树+高区视野好+全明精装拎包住,488万,2室1厅 | 80.03平米 | 东南 | 精装 | 中楼层(共20层) | 1998年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_bATgKHSjE_1.jpg.296x216.jpg
